Review	Sentiment
piletina sa prazilukom a nigde praziluka, samo kupus...	0
Više puta naručivali u firmi. Porcije sve manje, cene sve veće. Kikiriki više puta bio užegao.	0
Zakasnili ceo sat, pica na sprat je nekad bila pojam, zadnja dva puta nije ni prosek..inače gusti sok u meniju je la vita..  Ne bih više naručivao..	0
klopa je osrednjeg ukusa, a kasne, vala, bogato!	0
Super krilca i kobasice!	1
Ovo nam je treci put da narucujemo iz ovog restorana i svaki put smo odusevljeni. Pasta na vreme i vruca, cena smesna. Neverovatno!	1
A sad odoh da naručim ponovo.	1
Od svega, najzadovoljniji sam brzinom dostave... Piletina suva, isto kao i dzigerica, samo nabacano u ono pakovanje, razocaravajuce... Necu opet ponoviti gresku i naruciti ovde...	0
neslano za moj ukus i nedovoljno zacinjeno	0
Dostava je stigla u rekordnom roku, porcija je bila velika i veoma ukusna, sve preporuke	1
Taman kad sam se ponadao da ce nastaviti sa super spremanjem klope .. dobio sam sledece ... Misilm da je svaki komentar suvisan ,,,,	0
Nije dostavljeno sta je naruceni, dostava kasni i nema nivac da vrati kusur. hrana ok ali usluga losa jako losa...	0
Klopa je vrhunska. Dostava brza. Nikad ne kasne. Sve pohvale!	1
UVEK kasne 30 ili vise minuta. Ako zurite ovo nije mesto za vas. Isporuka traje 90min do 120min.	0
Ista prica	1
Kao i uvek, super pizze iz Hedanse! Veliki plus za besplatnu dostavu!	1
Jelo je stiglo totalno hladno.	0
Ukus je prilično dosadan. Ljuto opet nije ljuto. Cena je povećana, a količina mesa u špagetama je bila sa nekoliko parčadi mesa!!!	0
Ne znam da li je ukusnije ili brze dostavljeno, svaka cast. 5+	1
prvi put narucujemo, nismo se pokajali. jeli smo Mile pljeskavice (sa pomfritom)	1
Dugo vreme dostave	0
Pre vremena, najbolja pica u kraju	1
nismo dobili  ono sto smo narucili ... razovarenje	0
Donekle mogu da razumem kašnjenje od 15 min... Ok 1.januar i sve to, ali živu picu, testo nikakvo, pelat bezukusan to ne razumem, pica je morala da završi u kanti... Mnogo para za malo muzike...	0
hladan obrok, a piletina jedna od losijih koju sam probao... za izbegavati...	0
Narucio ,dali vreme isporuke 60 min,cekao sam 100min,i odustao sam,jer 10 min zakasnjenja bih tolerisao ali 40 tesko.	0
Pirinač prekuvan pa presušen usput, slatko-kiseli crveni sos = ukuvani kečap, povrće skoro načisto živo, sve premasno... ukratko, ako je ovo kineska klopa, ja sam ribizla. Skoro nejestivo.	0
Predobra, odlične akcije vikendom!	1
Hrana je...sta znam...ok. Dostava brza, ali preskupa. Sve u svemu - never again.	0
ovog puta ste nadmasili sva moja ocekivanja. svaka cast.	1
narucila sam Capriciozu, i nisam impresionirana, testo je bilo malo gnjecavo pretpostavljam od toplote u kutiji na foliji. Ukus, cudan, nekako kao da namirnice nisu bile sveze, pre svega paradajz.	0
fali kola za pice i hrana nije bila dobra... tuna salata ima samo miris od tune... nezadovoljan :(	0
Skoro savrseno, samo mi lepinja deluje manja nego sto bih trebala da bude.	1
Paelja je jako losa, bezukusna uglavnom a morki plodovi su uzasnog ukusa. Zaboravili su da nam posalju jedno jelo. Porcija cufti je mala, Taquitos sa piletinom je bio ok.	0
Narucijem već dugo kod njih i prezadovoljan sam. Šteta sto nemaju veći izbor jela sa plodovima mora.	1
Isporuka je kasnila 20 minuta od recene. Palacinke su siromasne i preovladava ukus testa. Za 330 din smo ocekivali mnogo vise.	0
Pice nisu bile lose, bogate, mozda malo pretrpane.	0
Pohovani kackavalj u lepinji je stigao sa mozda 30gr kackavalja, sve ostalo poh. Skoro potpuno hladan. Pohovano belo meso u lepinji nesto bolje, takodje hladno. Prevareni smo, nikad vishe.	0
Uzasno malo mesa, za porucenih 350 grama ne znam da li je 90 grama mesa.	0
ocena od 1-10 moze 7.. dostava u vecernjim satima ume i da zakaze..hrana i nije losa..za pohvalu je veliki broj priloga...	0
Odlicni ste,sve pohvale,brzi efikasni i naravno toplo i taze uvke kada narucim,samo tako nastavite	1
Savršena pizza. svaka čast	1
Sve je kao navedeno, stiglo na vreme i fantasticno.	1
Veoma prosečno...	0
I am italian so i know what a good amatriciana is! And this was top quality! Real italian! Cant wait to try the other pastas!	1
Ovako stiglo je posle 1.45 min I jos sam castio 50 din vozaca posto izgleda nema sitno ili mu treba 2 sata da ga nadje.Krajnje nezadovoljan danas sa uslugom al ajd prvi put oprastam.	0
Kasni 25 minuta, i jako je prosecno.	0
Ražnjići su sitni, vrlo ukusni, dostavljeni na drvenim štapićima na kojima su pečeni. Pomfrit je takođe dobar. Cene su povoljne a isporuka brza. Preporuka i nadam se da će ovako i nastaviti.	1
Cekao sam klopu preko sat vremena i naravno kada je stigla bilo je sve hladno i bezveze.	0
"narucis 3 girosa, prihvati se porudzbina...nakon ""minute"" zvoni mobilni i pita se el moze nesto drugo da se poruci posto nemaju girosa uopste."	0
Ne narucujte odavde ako ste pravi ljubitelj kineske hrane	0
Burgeri su izvrsni, meso ukusno i stigli su jos uvek topli... i na predvidjeno vreme...	1
Blago ljuto je bilo neizdrzivo i nejestivo ljuto. Male parocije su veoma male. Utiasak je uopsteno razocaravajuci.	0
je odlicna :)	1
Nardudzbina je kasnila 25 minuta, hrana je dosla gnjecava, raspada se. Naravno mnogo je bolje kad je vruce ali mnogo dugo traje dostava. Pogotovo sto je sve to kostalo 1000 dinara.	0
Hrana je bila pristojna ocekivao sam vise, ali podnosljivo, nego me je iznerviralo sto uopste nisu mi doneli palacinku koju sam narucio... cak je nisu ni pogresili, samo je nema!	0
Jaaaaako dugo vreme cekanja, cak i tada kasne (20min). Iako je pica vrlo ukusna, izgubi se zelja za jelom dok stigne.	0
Isporuka je stigla na vreme, medjutim pizze su bile skroz resh pecene toliko da su ivice bile crne.	0
Jako ukusna i kvalitetna hrana, dobre porcije, stiglo sve na vreme. Posebna pohvala za marinirana rebarca i krompirice	1
Odlicna,za svaku preporuku	1
Excellent food	1
Ja ne znam gde su nasli ovaj pomfrit.	0
Sve pohvale!	1
pomfrit hladan i neukusan; hrana je stigla na vreme ali sendvic se raspao (hleb je bio vlazan)	0
Restoran se nalazi na 15 minuta od mene, bez obbzira na to stavili su 75 min, stigli za sat i po, sa potpuno prosutim sosem po kesi i bez kineskih štapića koji su naručeni.	0
Narucena pica i izabran blagi kecap i debelo testo, a pica stigla hladna bez kecapa i sa tankim testom..	0
Dostava je odlicna pre vremnea stize, ali kvalitet hrane je bas bas los. Sve sto pise pa 90% sastojaka ili nema ili ih imaveoma malo. sve u svemu ocena 1,5/5	0
Najbola kineska hrana u gradu :)	1
Teleća čorba i pica super	1
umesto za 45, stigla za sat vremena. Naravno hladna. Da je bila vruca ili bar topla, mozda bi bila i dobra. Ali glad me morila pa je pojedoh...	0
Odlicna klopa.	1
Kilo dobrith cevapa za 700 kinti ukupno sa somunom, kuticom prave kafanske pavlake i dve kutice salate mladog kupusa...Fino	1
Kasne vise od pola sata, tako da hranu nismo ni preuzeli. Neodgovornost.	0
Dostava stigla tacno na vreme, burgeri su ekstra, bas podsecaju na McDonalds. Moram napomenuti da se vise isplati poruciti 2 obicna burgera nego jedan veliki. Cene odlicne, preporuke!	1
"Apsolutno nista specijalno. Gustin na sve strane (ili sta god da koriste da zgusnu ""sos""). Nudle su spagete kao sto neko reche. Porcije su obilate, ali ukus tuzan."	0
narudzbina prihvacena sa vremenom isporuke 75min a dostavljena posle 2h 30min	0
hrana je ok , ali u poslednjih nekoliko puta pise za 45 min dodju za sat i nesto .. to ima je kod mene minus..	0
Klopa je bila super, svi u firmi koji su porucili su jako zadovoljni.	1
savrseno izgleda, lepo zacinjeno, brza dostava. porucicemo opet	1
brza i ljubazna usluga, hrana vrhunska, a palacinka nutela, plazma, visnja...bruka odlicna :) sve pohvale	1
Previse kupusa I u piletinu sa ind.orahom stavili kikiriki ..ako je neko alergican nek pripazi!!	0
dostava je kasnila 10tak minuta, hrana je bila hladna, Premium burger ne lici ni malo kao sto je prikazan na slici.	0
Hrana je odlicna, ali ljudi, donesite SALVETE!	0
hrana ukusna, cijene realne, dostava za 15 min stigla.. za prvi put sve je odlicno	1
stglo za 22 minuta :)	0
Odlican ukus, kolicina i cena. Nemam nikakvih primedbi. Odlicni, kao i uvek!	1
Pomfrit przen u ulju u kom je prethodno przena riba...	0
Preporučujem mešano sezonsko povrće i piletinu u ljutom sečuan sosu. Preukusno!	1
stigla pizza za 20min vrela i bas ukusna.	0
Kao i svaki put odlična pizza - sve preporuke. Brzina dostave nas je zatekla (najavljeno 45 a stiglo za oko 15 min)	1
sve ok,velike porcije	1
Iako je porudzbina bila veca od 700 din nisam dobila gratis energetsku teglu.	0
narucili karbonare i pasta sa prstom i povrcem. prsutu ni mikroskopom ne mozes pronaci. Obe paste uzasno nekuvane. Prvi put da smo se razocarali u klopu preko donesi.com	0
Veoma brza dostava, perfektna hrana, sveza, vruca i ukusna, dostavljac i osoblje izuzetno ljubazni!!! Za svaku preporuku!!!	1
Odlican ukus! Sve pohvale!	1
Najavljeno za 45 minuta doslo za sat, spolja dobro peceno unutra nedovoljno, samo malo paznje i bice dobro. Cili sos nije ljut?	0
Naruceni dupli burger, palacinka i tortilja. Burger je top. nema dalje. Tortilja isto. palacinka me nije odusevila ali nema veze. sve u svemu top.	1
Odlicna pica, domacinski fazon, dobra cena.	1
Kao 1. Nema salveta, to je sramota za jedan poznati grill. Pod 2. Previse cili zacina u girosu. Mali giros je stvarno mali. Ako nista barem salvete stavite, sledeci put. POZDRAV. PS. Skupi ste.	0
narucila sam picu, znaci ne 10, nego jednu, dostava je bila nakon TRI sata a pica je bila hladna potpuno. Izuzetno losa usluga.	0
dodatno podgrejana time sto stoji nabijena u otvorenoj kutiji secuana?	0
Dobar roštilj, povoljna cena. Svakako narucujem iz ovog mesta ponovo	1
losa pica, skroz!!!!	0
Proslo 2 sata ja nista nisam dobio. Ne morate ni donositi, narucio sam drugu klopu. Inace dobre su teglice, ne znam sta se desilo.	0
zelena salata, dresing, i nekoliko parceta piletine .. uzas, sve u svemu	0
Iako smo narucili preko 900 din. dostava nam je naplacena. Index mlak, palacinka hladna. Dostavljac nije imao da veati kusur.	0
Prvo mi je doneta pogresna porudzbina, na koju sam cekao bar 1h, a kada su mi posle 15 min doneli pravu porudzbinu nisam se odusevio... Momak koji donosi hranu je mnogo dobar...	0
Dostava je besplatna, kako i piše, porcija ogromna ukusna!	1
Ovaj put su podbacili. karbonare špagete bez karbonare sosa. Samo malo ulja. Par komadića ugljenisane slanine. veoma loše ovaj put.	0
Do sada sam uvek imao neku zamerku, sada je bilo se odlicno.Ukus odlican.	1
nisam zadovoljan	0
sve pohvale za pilece medaljone, hrana je stigla topla i veoma ukusna.. mala zamerka, dostava kasnila 10 min...	1
Dostavu rade samo u blizini restorana.	0
Odlicno, sve pohvale za kuhinju i dostavljaca :)	1
Hladno, hladno, hladno, malo, malo,  maloooooooo, za 640 dinara!	0
super pice, sendvici i tortilje	1
kasni pizza vec 15 min	0
Pica je bila odlicna a testo perfektno stvarno svaka caast. :)	1
Od kad sam prvi put narocio, nisam menjao restorana :D	1
super sve. jako puno indijskih oraha. njam	1
ispod proseka	0
Kvalitetni sastojci, lepo spremljeno, besplatna dostava...	1
Odlicni. Dostava na vreme. Hrana je jos bila vrela. Ukus, fenomenalan. Slika vise govori.	1
Piletina im je ok, ali izbegavajte vitaminsku i susam salatu. Vitaminska salata je suva, a susam salata ima vise bibera nego susama.	0
preukusno!	1
Lazanje koje su nam doneli su bile u tecnom stanju tako da su morale kasikom da se jedu.	0
nabolji  sve je odlicno ostali nek zatvore restorane D:	1
moze mnogooo bolje	0
Pica je bila ukusna.	1
totalni uzas skoro sat vremena kasne, hrana hladna a dostavljac je rekao samo pa sta cu	0
Najlosija pohovana palacinka koju sam ikada pojeo. BEZ PRETERIVANJA!	0
Nista posebno, Dostavljac vise voli da se zali nego da donese hranu	0
Stvarno odična hrana. Dostava na vreme. Priložene i slike.	1
u cemu je problem sa ovim restoranom? prihvataju narudzbine a ne dostavljaju?! ovo mi se prvi put desava na donesi.com...	0
Da ne bude da nisam rekao celu istinu... Jezivo. Ali stvarno.	0
Hrana je kasnila, a i stigla hladna kao tastino srce. Verujem da bi bila ukusnija da je vruca, zavrsila u stomaku samo iz razloga velike gladi.	0
Kao drugo, lava kolač je preliven sa toliko belanaca da se jedva vidi, potpuno bespotrebno, a i nije nekog ukusa, kupovni je bolji.	0
lose pripremljena jela, masno, bez ukusa sa neprepoznatljivim sastojcima	0
Uzela sam pastu...koliko je kisela jedva sam komadice piletine uspela da pojedem.A malo ih je bilo i toga i pecuraka.Necu ponovo narucivati iako sam na 500 m od njih.	0
Dostave pre naznacenog vremena, hrana vruca i veoma ukusna!!!!	1
Brutalno!!!	1
Odlicna hrana, svaka preporuka.	1
Dostava je kasnila, a cene su visoke u odnosu na kvalitet hrane koji je nizak.	0
obilna porcija, puno svega, taman kako treba	1
Bolju hranu dugo nisam jela! Sva hrana je stigla vruća, čorba i knedle apsolutni favoriti. Posebna pohvala za lepo upakovanu hranu i šta ste odvojili pileće štapiće kako sam zamolil.	1
Odlican rostilj,pomfrit super,brza dostava,sve preporuke	1
Previse tucane paprike, luk nije skuvan do kraja, meso nije baso vec kosti sa nesto slanine..Sve u svemu posle odlicne vase kolenice dosao je uzasan, ali uzasan pasulj..	0
Strava, preporuka	1
Super hrana, cimerka je narucila neki sejk, ja pastu i sendvic, odvalio sam se, obimne porcije:)	1
Svaki put kasnite sa isporukom, mnogo!! U buduće neću otvarati vrata ako kasnite. Toliko.	0
dobija se escajg, zacini, zemicka i supe su u posudama od stiropora koje cuvaju toplotu :) sve pohvale :D na slici je rizoto sa povrcem	1
